result,cleaned
1,"จขกทกลับไปดูวุฒิที่กพรับรองใหม่ครับ ผมคิดว่ากพไม่มีการรับรองวุฒิว่าเป็นศิลปศาสตร์นะครับ

คือกพจะรับรองวุฒิเป็นภาษาของเค้าครับ เช่น ชื่อปริญญา อักษรศาสตรบัณฑิต หรือศิลปศาสตรบัณฑิต เอกจีน กพ รับรองให้เป็น “สาขาวิชาภาษา วรรณคดี ทางภาษาจีน” ครับ จะเห็นได้ว่าที่กพ รับรองไม่เกี่ยวกับชื่อปริญญาซักนิด อีกตัวอย่างหนึ่งคือหลักสูตร PPE ของ มธ จบมาชื่อปริญญาคือศิลปศาสตรบัณฑิตนะครับ แต่กพ รับรองให้เป็น “สาขาวิชารัฐศาสตร์” ซะอย่างงั้น

และจากที่เห็นการรับรองของ กพ มา ไม่ปรากฎผลการรับรอง “สาขาวิชาศิลปศาสตร์” นะครับ ไม่มีครับ ปริญญาศิลปศาสตรบัณฑิต กพ จะรับรองให้เป็นชื่ออย่างอื่นหมดครับ

ทีนี้ตอบคำถาม
วุฒิ ปโท สมัครเข้าราชการยากไหมครับ เพราะเห็นส่วนใหญ่รับแต่วุฒิ ปตรี 
 ค่อนข้างยากครับ มีน้อยกว่าราว  ถึง  ได้ครับ

ถ้าผมอยากมุ่งตำแหน่ง นักวิชาการเงินและบัญชี 
ในตำแหน่งเดียวกัน แต่คนละกระทรวง ข้อสอบเหมือนกันมั้ยครับ แล้วควรอ่านอะไรเพื่อใช้สอบได้ในทุกกระทรวง 
 พื้นฐานไม่น่าจะต่างกันมากครับ แต่เรื่องระเบียบกฎหมายที่เกี่ยวกับหน่วยงานนั้น ๆ ต่างแน่นอนครับ

ผมควรสอบตำแหน่งนักวิชาการเงินและบัญชี ในกระทรวงไหน เพื่อให้ถูกกระทรวงอื่นๆเรียกใช้บัญชีครับ 
 ตอบยากครับ การยืมบัญชีนี่แล้วแต่จังหวะมาก ๆ ครับ

มีตำแหน่งไหนที่น่าสนใจ นอกเหนือจาก นักวิชาการเงินและบัญชีไหมครับ 
 ผมแนะนำนักวิชาการพาณิชย์ของกระทรวงพาณิชย์ครับ เป็นตำแหน่งหลักของหลาย ๆ กรมในกระทรวงพาณิชย์ครับ เช่น กรมการค้าภายใน กรมการค้าต่างประเทศ กรมเจรจาการค้าระหว่างประเทศ กรมพัฒนาธุรกิจการค้า เป็นต้น และจากที่จขกทเล่ามา ผมว่ามีความเป็นไปได้สูงที่กพ จะรับรองวุฒิจขกทเป็นสาขาวิชาบริหารธุรกิจ แม้จะชื่อปริญญาศิลปศาสตรบัณฑิตต ซึ่งจะสอบตำแหน่งนี้ได้ครับ และอีกหลายตำแหน่งด้วย ถ้าเรียนมาทางการตลาดบัญชี ลักษณะงานตำแหน่งนี้น่าจะใกล้เคียงอยู่ครับ

ลองดูนะครับ
แก้ไขข้อความเมื่อ  กรกฎาคม เวลา  น"
1,"จนกว่าพวกตกรถจะยอมกลับขึ้นรถ

 w หน้าบวกอีก  
คหสตลลขจขกท"
-1,เดี๋ยวอีก วันผมจะแช่งให้ดู เดี๋ยวก็รู้ว่าจะลงได้มั้ย
-1,จาแช่ง จาแช่ง จงลง จงลง 555
-1,อาทิตย์หน้า แนวโน้มลงยาว สูงมาก
1,"เอาล่ะสิ ผมเพิ่งกลับมารับหุ้นไปเมื่อวันศุกร์ ตัว

ผมจะรอดไหมน๊า"
-1,เหรอ แต่ผมว่าเชียร์ให้ตายมันก็ไม่ขึ้นมากกว่านะ ได้ยินว่าจะไป  มากี่ปีแล้ว ตั้งแต่ดาวยังหมื่นหก ตอนนี้เค้าจะไปสามหมื่นแล้วมั้ง เราก็ยังหงึกหงักตรงนี้เหมือนเดิม
-1,จวนล่ะแต่ไม่รู้จะเทตอนไหน
-1,ขึ้นครับ ไมเกรน กับความดัน
1,"นึกถึงดัชนีย์ ณ เพลานี้
มันเท่ากับเมื่อยี่สิบกว่าปีที่แล้ว
แล้วปลงดีกว่า"
-1,"ผมว่ารอบนี้ ต้องดูว่าพระเอกเป็นหุ้นกลางใหญ่เล็ก

เข้าหุ้นเล็กวิ่งกันเกิน เด้งกันแล้ว หุ้นใหญ่วิ่งน้อยมาก หุ้นใหญ่เก็บไว้ดัน  ทุบ tfex กันเท่านั้น"
